  2.488 &   -28.297 &   -28.350 &      26 &   -7.892 &    1.994 \\
  2.386 &   -28.024 &   -28.050 &     105 &   -7.338 &    3.772 \\
  2.409 &   -27.737 &   -27.750 &     184 &   -7.125 &    4.821 \\
  2.399 &   -27.437 &   -27.450 &     306 &   -6.917 &    6.126 \\
  2.408 &   -27.143 &   -27.150 &     510 &   -6.699 &    7.874 \\
  2.397 &   -26.844 &   -26.850 &     825 &   -6.486 &   10.063 \\
  2.392 &   -26.544 &   -26.550 &    1037 &   -6.360 &   11.631 \\
  2.391 &   -26.246 &   -26.250 &    1382 &   -6.210 &   13.824 \\
  2.381 &   -25.948 &   -25.950 &    1604 &   -6.104 &   15.629 \\
  2.385 &   -25.653 &   -25.650 &    1778 &   -5.983 &   17.958 \\
  2.378 &   -25.351 &   -25.350 &    1878 &   -5.855 &   20.808 \\
  2.375 &   -25.051 &   -25.050 &    1768 &   -5.824 &   21.562 \\
  2.373 &   -24.758 &   -24.750 &    1484 &   -5.807 &   21.991 \\
  2.364 &   -24.457 &   -24.450 &    1059 &   -5.750 &   23.483 \\
  2.332 &   -24.187 &   -24.150 &     456 &   -6.143 &   14.936 \\
  2.296 &   -23.907 &   -23.850 &      58 &      --- &     --- \\
  2.216 &   -23.678 &   -23.550 &       2 &      --- &     --- \\
  2.830 &   -28.566 &   -28.650 &       5 &   -8.127 &    1.527 \\
  2.761 &   -28.328 &   -28.350 &      46 &   -7.469 &    3.259 \\
  2.787 &   -28.032 &   -28.050 &      67 &   -7.304 &    3.939 \\
  2.796 &   -27.739 &   -27.750 &     120 &   -7.013 &    5.509 \\
  2.802 &   -27.440 &   -27.450 &     217 &   -6.750 &    7.452 \\
  2.782 &   -27.145 &   -27.150 &     291 &   -6.630 &    8.557 \\
  2.780 &   -26.845 &   -26.850 &     373 &   -6.483 &   10.131 \\
  2.777 &   -26.547 &   -26.550 &     484 &   -6.301 &   12.501 \\
  2.775 &   -26.239 &   -26.250 &     512 &   -6.210 &   13.876 \\
  2.775 &   -25.944 &   -25.950 &     536 &   -6.206 &   13.949 \\
  2.776 &   -25.651 &   -25.650 &     646 &   -6.109 &   15.595 \\
  2.773 &   -25.362 &   -25.350 &     669 &   -6.046 &   16.762 \\
  2.776 &   -25.056 &   -25.050 &     634 &   -5.975 &   18.188 \\
  2.764 &   -24.758 &   -24.750 &     382 &   -6.079 &   16.129 \\
  2.715 &   -24.487 &   -24.450 &     184 &   -6.552 &    9.362 \\
  2.681 &   -24.217 &   -24.150 &      25 &      --- &     --- \\
  3.259 &   -28.864 &   -28.950 &       3 &   -8.588 &    0.815 \\
  3.283 &   -28.627 &   -28.650 &      25 &   -7.754 &    2.128 \\
  3.207 &   -28.327 &   -28.350 &      44 &   -7.543 &    2.711 \\
  3.219 &   -28.063 &   -28.050 &      72 &   -7.406 &    3.174 \\
  3.208 &   -27.746 &   -27.750 &     136 &   -7.131 &    4.356 \\
  3.206 &   -27.441 &   -27.450 &     218 &   -6.899 &    5.691 \\
  3.208 &   -27.141 &   -27.150 &     265 &   -6.803 &    6.358 \\
  3.190 &   -26.848 &   -26.850 &     371 &   -6.666 &    7.448 \\
  3.185 &   -26.539 &   -26.550 &     460 &   -6.551 &    8.494 \\
  3.181 &   -26.250 &   -26.250 &     515 &   -6.492 &    9.090 \\
  3.173 &   -25.954 &   -25.950 &     486 &   -6.426 &    9.817 \\
  3.170 &   -25.658 &   -25.650 &     402 &   -6.317 &   11.131 \\
  3.153 &   -25.359 &   -25.350 &     332 &   -6.174 &   13.114 \\
  3.138 &   -25.062 &   -25.050 &     218 &   -6.040 &   15.306 \\
  3.127 &   -24.800 &   -24.750 &      85 &   -6.329 &   10.966 \\
  3.097 &   -24.486 &   -24.450 &      16 &      --- &     --- \\
